Code,Name,Group,MainGroupCode,MainGroupDescriptionSe,MainGroupDescriptionEn,GroupCode,GroupCodeDescriptionSe,GroupCodeDescriptionEn,CountyCode,CountyName,HealthcareRegionName,Ald0_5,Ald6_9,Ald10_15,Ald16_19,Ald20_24,Ald25_29,Ald30_34,Ald35_39,Ald40_44,Ald45_49,Ald50_54,Ald55_59,Ald60_64,Ald65_69,Ald70_74,Ald75_79,Ald80_w,Pop_sum,lat,long,Age_gp1,Age_gp2,Age_gp3
1461,Mellerud,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,630,402,600,379,483,554,475,436,455,470,636,648,614,704,683,471,705,9345,12.50931168,58.6900336,0.660032103,0.264526485,0.075441413
586,Mjölby,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,05,Östergötlands län,Region Östergötland,1979,1319,1974,1205,1455,1774,1627,1585,1746,1807,1852,1620,1514,1543,1613,1219,1526,27358,15.1670345,58.32296011,0.728964106,0.215256963,0.055778931
2062,Mora,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,20,Dalarnas län,Region Dalarna,1164,906,1373,811,916,1205,1130,1027,1140,1234,1386,1218,1390,1482,1557,1117,1320,20376,14.26044328,61.03230251,0.663034943,0.27218296,0.064782097
583,Motala,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,05,Östergötlands län,Region Östergötland,2931,2028,3091,1983,2151,2583,2491,2382,2519,2950,3103,2710,2748,2777,2673,1919,2617,43656,15.14230518,58.6268677,0.708310427,0.231743632,0.059945941
642,Mullsjö,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,06,Jönköpings län,Region Jönköpings län,521,394,568,343,359,381,435,396,439,473,476,368,439,463,562,316,385,7318,13.82788539,57.95301054,0.70415414,0.243235857,0.052610003
1430,Munkedal,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,716,502,728,474,474,618,614,565,571,621,688,704,637,665,690,490,741,10498,11.70919565,58.57898462,0.692989141,0.236425986,0.070584873
1762,Munkfors,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,17,Värmlands län,Region Värmland,213,161,238,139,183,235,174,170,170,208,312,262,251,245,255,206,360,3782,13.47828524,59.82106292,0.651771549,0.253040719,0.095187731
1481,Mölndal,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,5036,3639,5088,3050,4002,5474,4833,4646,4856,4816,4703,3891,3351,2920,2862,2011,2906,68084,12.08969801,57.60868527,0.793637272,0.16368016,0.042682569
861,Mönsterås,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,08,Kalmar län,Region Kalmar län,921,634,876,602,629,799,763,650,739,820,899,884,910,916,918,682,914,13556,16.43538137,57.05588423,0.679846562,0.252729419,0.067424019
840,Mörbylånga,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,08,Kalmar län,Region Kalmar län,1064,812,1060,618,526,638,703,886,886,936,993,899,1030,1119,1221,782,871,15044,16.57225372,56.35170999,0.666112736,0.275990428,0.057896836
182,Nacka,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,8228,6061,9084,5029,5102,6077,6319,7127,7661,7987,7543,5860,4857,4442,4860,3297,3943,103477,18.25420195,59.30031907,0.793200421,0.168694492,0.038105086
1884,Nora,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,18,Örebro län,Region Örebro län,691,519,744,471,490,547,578,538,597,654,731,622,680,732,856,591,684,10725,14.88952378,59.53462536,0.66965035,0.266573427,0.063776224
1962,Norberg,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,19,Västmanlands län,Region Västmanland,356,268,381,262,275,317,305,288,282,316,390,413,388,421,461,304,359,5786,15.96917131,60.07681199,0.665917732,0.272035949,0.062046319
2132,Nordanstig,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,21,Gävleborgs län,Region Gävleborg,614,465,629,381,408,538,484,421,485,591,674,632,637,733,740,498,585,9515,17.28354526,62.02261441,0.664424593,0.274093537,0.061481871
2401,Nordmaling,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,24,Västerbottens län,Region Västerbotten,430,303,469,354,321,367,353,340,391,439,492,440,475,552,505,384,497,7112,19.5605471,63.49591654,0.660714286,0.269403825,0.06988189
581,Norrköping,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,05,Östergötlands län,Region Östergötland,10218,7057,9978,6290,8891,10920,9710,8604,8829,8815,9491,8069,7619,7255,7665,5262,6820,141493,16.42293256,58.58379767,0.755316517,0.196483218,0.048200264
188,Norrtälje,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,01,Stockholms län,Region Stockholm,3752,2580,3664,2514,3070,3820,3459,3149,3107,3590,4406,4130,3985,4260,4854,3399,3950,61689,19.07960135,59.75530245,0.668530856,0.267438279,0.064030864
2417,Norsjö,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,24,Västerbottens län,Region Västerbotten,257,174,279,189,172,209,208,198,193,225,278,277,302,314,298,215,301,4089,19.55159306,64.93110032,0.650281242,0.276106628,0.07361213
881,Nybro,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,08,Kalmar län,Region Kalmar län,1401,961,1325,884,1013,1265,1199,1040,1029,1232,1406,1320,1253,1218,1304,1059,1420,20329,15.88540971,56.83630535,0.692360667,0.237788381,0.069850952
140,Nykvarn,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,01,Stockholms län,Region Stockholm,863,655,1013,579,471,537,635,676,805,858,835,644,516,498,570,450,314,10919,17.39527932,59.19406589,0.784961993,0.186280795,0.028757212
480,Nyköping,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,04,Södermanlands län,Region Sörmland,3924,2670,4032,2440,2790,3445,3313,3140,3211,3420,3665,3378,3235,3356,3716,2694,3516,55945,17.06642534,58.76774855,0.704763607,0.232388953,0.062847439
192,Nynäshamn,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,2035,1331,1876,1232,1390,1801,1658,1574,1667,1999,2092,1718,1659,1609,1891,1314,1386,28232,17.9615588,58.78398045,0.72162794,0.229278833,0.049093228
682,Nässjö,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,06,Jönköpings län,Region Jönköpings län,2493,1503,2333,1495,1814,1969,1964,1710,1745,1930,2124,1926,1774,1769,1809,1276,1811,31445,14.65403555,57.61615946,0.73162665,0.210780728,0.057592622
2101,Ockelbo,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,21,Gävleborgs län,Region Gävleborg,342,230,357,217,276,388,283,291,282,362,425,417,411,492,498,265,358,5894,16.57335025,60.92463111,0.656599932,0.282660333,0.060739735
1060,Olofström,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,10,Blekinge län,Region Blekinge,828,609,870,561,725,840,697,636,680,820,1029,920,815,820,896,697,1052,13495,14.56346138,56.32119853,0.682845498,0.239199704,0.077954798
2034,Orsa,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,20,Dalarnas län,Region Dalarna,338,269,424,324,372,431,359,301,299,433,528,451,484,516,489,353,517,6888,14.71615554,61.31791894,0.657520325,0.267421603,0.075058072
1421,Orust,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,789,584,913,632,692,657,682,654,791,928,1084,1082,1134,1230,1336,839,1064,15091,11.42173105,58.14483268,0.628719104,0.300775297,0.070505599
1273,Osby,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,12,Skåne län,Region Skåne,858,679,922,597,699,745,759,717,732,815,872,790,779,829,848,655,947,13243,14.14743288,56.41580165,0.693573964,0.23491656,0.071509477
882,Oskarshamn,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,08,Kalmar län,Region Kalmar län,1776,1192,1841,1200,1425,1689,1498,1449,1544,1818,1854,1566,1547,1692,1741,1424,1657,26913,16.61461815,57.39830359,0.700479322,0.237951919,0.061568759
2121,Ovanåker,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,21,Gävleborgs län,Region Gävleborg,722,493,738,502,558,700,603,585,559,708,790,762,772,844,925,590,828,11679,15.7702719,61.36622658,0.661015498,0.268088021,0.070896481
481,Oxelösund,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,04,Södermanlands län,Region Sörmland,840,542,777,430,550,713,663,653,650,646,764,734,751,835,917,700,884,12049,17.3736804,58.54770093,0.660801726,0.265831189,0.073367084
2521,Pajala,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,25,Norrbottens län,Region Norrbotten,341,239,360,270,253,282,255,200,224,326,325,385,509,560,526,429,553,6037,22.8934527,67.31506545,0.573132351,0.335265861,0.091601789
1402,Partille,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,2949,2363,3033,1857,2083,2172,2403,2613,2719,2722,2715,2278,1985,1789,1708,1181,1826,38396,12.12803071,57.73195507,0.778909261,0.173533701,0.047557037
1275,Perstorp,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,540,374,572,365,391,491,471,407,385,437,535,464,436,422,410,321,444,7465,13.37482014,56.18681058,0.727662425,0.212860013,0.059477562
2581,Piteå,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,25,Norrbottens län,Region Norrbotten,2691,1772,2776,1948,2309,2718,2433,2331,2466,2725,2799,2558,2673,2740,2897,1867,2388,42091,21.19635234,65.32167901,0.701480126,0.241785655,0.056734219
2303,Ragunda,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,23,Jämtlands län,Region Jämtland Härjedalen,314,243,320,225,192,288,296,260,224,279,406,376,363,407,388,295,464,5340,16.05520229,63.18765753,0.641011236,0.272097378,0.086891386
2409,Robertsfors,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,24,Västerbottens län,Region Västerbotten,437,297,464,284,277,357,392,383,336,366,418,461,542,494,473,329,446,6756,20.9591512,64.13326983,0.661930136,0.27205447,0.066015394
1081,Ronneby,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,10,Blekinge län,Region Blekinge,2087,1482,2134,1321,1391,1662,1677,1643,1703,1918,1968,1721,1719,1822,1950,1489,1969,29656,15.23803981,56.23494007,0.698239817,0.235365525,0.066394659
2031,Rättvik,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,20,Dalarnas län,Region Dalarna,523,372,669,431,504,538,485,456,558,613,701,718,766,923,1048,650,946,10901,15.29730657,61.11757002,0.602513531,0.31070544,0.086781029
1981,Sala,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,19,Västmanlands län,Region Västmanland,1515,1143,1516,1005,1159,1381,1265,1251,1212,1418,1511,1406,1405,1567,1567,1057,1417,22795,16.48868634,59.95995312,0.692344812,0.245492433,0.062162755
128,Salem,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,1301,1007,1616,940,869,887,911,1042,1210,1316,1281,817,663,666,823,685,732,16766,17.68968015,59.23879046,0.787128713,0.169211499,0.043659788
2181,Sandviken,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,21,Gävleborgs län,Region Gävleborg,2596,1709,2758,1798,2003,2434,2268,2023,2176,2546,2810,2393,2352,2372,2640,1918,2380,39176,16.65669322,60.54055942,0.702317746,0.236930774,0.06075148
191,Sigtuna,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,4166,2575,3747,2254,2819,3537,3548,3458,3274,3322,3473,2731,2175,1902,1824,1522,1701,48028,17.89113452,59.6483919,0.810027484,0.154555676,0.03541684
1291,Simrishamn,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,12,Skåne län,Region Skåne,948,680,1077,775,879,903,826,732,879,982,1290,1383,1465,1721,1798,1278,1638,19254,14.36516348,55.58825291,0.589695648,0.325231121,0.085073232
1265,Sjöbo,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,1308,900,1225,801,859,1148,1055,1052,1080,1261,1421,1334,1236,1301,1250,808,1080,19119,13.74439928,55.64284598,0.703174852,0.240336838,0.05648831
1495,Skara,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,1285,838,1335,864,1108,1179,1151,1028,1007,1214,1387,1129,1122,1089,1188,824,1058,18806,13.47924309,58.37938652,0.719185366,0.224555993,0.056258641
2482,Skellefteå,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,24,Västerbottens län,Region Västerbotten,4717,3257,4825,3255,3830,4642,4042,4083,4214,4430,4843,4511,4729,4602,4609,3387,4453,72429,20.85023949,64.75194014,0.69929172,0.239227381,0.061480899
1904,Skinnskatteberg,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,19,Västmanlands län,Region Västmanland,251,164,285,171,207,239,192,188,208,244,323,354,301,362,387,261,288,4425,15.72138485,59.7968647,0.638644068,0.296271186,0.065084746
1264,Skurup,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,12,Skåne län,Region Skåne,1125,728,1193,774,833,874,915,913,1018,1093,1176,1008,863,938,950,579,763,15743,13.59790512,55.35859745,0.740011434,0.211522581,0.048465985
1496,Skövde,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,14,Västra Götalands län,Västra Götalandsregionen,4015,2505,3546,2378,4015,4777,3941,3293,3074,3354,3775,3143,3023,2912,2852,2158,2934,55695,13.9057889,58.42849215,0.750803483,0.196516743,0.052679774
2061,Smedjebacken,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,20,Dalarnas län,Region Dalarna,675,472,688,400,426,506,592,557,556,626,802,745,804,853,925,581,678,10886,15.45574902,60.0880559,0.647161492,0.290556678,0.06228183
2283,Sollefteå,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,22,Västernorrlands län,Region Västernorrland,1237,822,1215,880,853,983,1034,941,986,1060,1278,1265,1473,1426,1419,1066,1524,19462,16.88639076,63.43990895,0.645051896,0.276641661,0.078306443
163,Sollentuna,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,5193,4240,6545,3752,3862,4182,4311,4871,5234,5748,5325,4290,3430,3007,3146,2442,2850,72428,17.93181284,59.45013695,0.794623626,0.166026951,0.039349423
184,Solna,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,6234,3117,3602,2139,4810,9330,9628,7331,5396,4482,4567,4019,3622,3465,3461,2326,3244,80773,18.00782921,59.36863565,0.800453122,0.159384943,0.040161935
2422,Sorsele,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,24,Västerbottens län,Region Västerbotten,158,102,135,125,111,111,128,128,119,135,186,176,189,192,162,138,227,2522,16.73582529,65.72166646,0.639968279,0.270023791,0.09000793
1427,Sotenäs,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,14,Västra Götalands län,Västra Götalandsregionen,414,296,445,339,386,430,392,403,489,539,631,595,712,873,820,551,710,9025,11.08684074,58.38209289,0.593795014,0.327534626,0.07867036
1230,Staffanstorp,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,12,Skåne län,Region Skåne,2078,1550,2152,1254,1016,1080,1383,1745,1865,1837,1749,1378,945,1062,1307,1069,1211,24681,13.21114396,55.64561848,0.773347919,0.177585997,0.049066083
1415,Stenungsund,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,1865,1403,2185,1259,1370,1533,1470,1511,1744,1965,1981,1596,1460,1300,1463,1076,1298,26479,11.90222984,58.05496979,0.750859171,0.20012085,0.049019978
180,Stockholm,A1,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,1,Storstäder,Large city,01,Stockholms län,Region Stockholm,72338,43871,58160,34844,53653,89885,91629,78584,67119,62498,61343,54457,48464,42246,39401,25999,35213,959704,17.99689796,59.32178906,0.80064374,0.162664738,0.036691522
1760,Storfors,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,17,Värmlands län,Region Värmland,235,151,264,188,187,198,201,182,193,247,307,280,308,304,354,213,239,4051,14.25695975,59.48927935,0.649962972,0.29103925,0.058997778
2421,Storuman,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,24,Västerbottens län,Region Västerbotten,338,251,349,244,303,308,270,305,285,293,425,408,452,458,397,342,484,5912,16.04936812,65.43743202,0.63920839,0.278924222,0.081867388
486,Strängnäs,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,04,Södermanlands län,Region Sörmland,2397,1832,2809,1655,1594,1895,1924,2033,2287,2433,2588,2096,2092,2195,2479,1617,1800,35726,17.06980204,59.35623205,0.71496949,0.234647036,0.050383474
1486,Strömstad,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,14,Västra Götalands län,Västra Götalandsregionen,981,667,838,542,634,872,840,823,839,828,839,775,787,821,802,603,732,13223,11.10518629,58.91991129,0.716781366,0.227860546,0.055358088
2313,Strömsund,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,23,Jämtlands län,Region Jämtland Härjedalen,720,481,663,460,548,685,551,534,574,623,744,803,894,876,963,655,918,11692,15.22880932,64.22164357,0.631713992,0.289770783,0.078515224
183,Sundbyberg,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,4166,2402,2775,1571,2703,5765,5634,4408,3570,3099,2931,2601,2463,1977,1764,1197,1425,50451,17.9608025,59.37690199,0.825057977,0.146696795,0.028245228
2281,Sundsvall,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,22,Västernorrlands län,Region Västernorrland,6470,4557,7096,4290,5537,6588,6009,5719,6028,6621,6980,5802,5699,5585,5886,4454,5412,98733,17.10449065,62.43709033,0.726170581,0.219014919,0.0548145
1766,Sunne,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,17,Värmlands län,Region Värmland,822,560,828,592,697,815,627,584,756,783,1007,950,964,921,850,610,894,13260,13.06014686,59.8966726,0.680316742,0.252262443,0.067420814
1907,Surahammar,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,19,Västmanlands län,Region Västmanland,682,486,701,460,439,547,532,507,614,642,707,628,609,695,716,510,596,10071,16.12144106,59.76745689,0.689603813,0.251216364,0.059179823
1214,Svalöv,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,1099,745,1077,681,739,857,897,868,933,1006,1013,828,777,756,751,493,591,14111,13.12600715,55.95872605,0.761320955,0.196796825,0.04188222
1263,Svedala,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,12,Skåne län,Region Skåne,1763,1411,1886,1046,851,993,1283,1497,1725,1587,1495,1122,1048,1103,1138,743,874,21565,13.26232333,55.53400491,0.772501739,0.186969627,0.040528634
1465,Svenljunga,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,712,508,678,513,484,626,553,532,554,668,777,670,737,770,760,515,615,10672,13.06205643,57.39039013,0.681690405,0.260682159,0.057627436
1785,Säffle,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,17,Värmlands län,Region Värmland,952,642,1061,716,770,906,786,702,774,976,1123,989,1035,1012,1122,830,1236,15632,13.00244019,59.08405587,0.665110031,0.255821392,0.079068577
2082,Säter,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,20,Dalarnas län,Region Dalarna,760,499,746,441,423,637,642,607,630,669,723,724,781,809,839,544,643,11117,15.69476748,60.3737111,0.674732392,0.267428263,0.057839345
684,Sävsjö,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,06,Jönköpings län,Region Jönköpings län,881,594,867,565,631,658,618,594,669,708,747,725,642,731,709,500,780,11619,14.58099115,57.32781137,0.710646355,0.222222222,0.067131423
2182,Söderhamn,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,21,Gävleborgs län,Region Gävleborg,1628,1082,1606,1059,1216,1510,1300,1096,1297,1604,1848,1667,1784,1899,1982,1328,1793,25699,17.19611667,61.24468036,0.658118993,0.272111755,0.069769252
582,Söderköping,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,05,Östergötlands län,Region Östergötland,1034,757,1015,658,549,733,764,810,892,935,1056,870,947,1051,1009,738,791,14609,16.76207092,58.38669214,0.689506469,0.256348826,0.054144705
181,Södertälje,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,01,Stockholms län,Region Stockholm,7142,4831,7269,4566,5862,7672,7025,6567,6288,6760,6839,5836,4979,4150,4189,3265,3946,97186,17.5422208,59.10282972,0.788765872,0.170631572,0.040602556
1083,Sölvesborg,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,10,Blekinge län,Region Blekinge,1030,787,1157,744,866,979,922,925,1010,1076,1256,1135,1110,1152,1216,928,1160,17453,14.78809585,55.9503372,0.681086346,0.252449436,0.066464218
1435,Tanum,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,14,Västra Götalands län,Västra Götalandsregionen,812,571,762,507,576,690,674,637,652,750,820,848,909,1045,1012,724,878,12867,11.13928612,58.66079619,0.644983291,0.286780135,0.068236574
