Code,Name,Group,MainGroupCode,MainGroupDescriptionSe,MainGroupDescriptionEn,GroupCode,GroupCodeDescriptionSe,GroupCodeDescriptionEn,CountyCode,CountyName,HealthcareRegionName,Ald0_5,Ald6_9,Ald10_15,Ald16_19,Ald20_24,Ald25_29,Ald30_34,Ald35_39,Ald40_44,Ald45_49,Ald50_54,Ald55_59,Ald60_64,Ald65_69,Ald70_74,Ald75_79,Ald80_w,Pop_sum,lat,long,Age_gp1,Age_gp2,Age_gp3
1472,Tibro,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,734,504,787,483,580,678,650,586,620,708,757,673,690,668,713,570,759,11160,14.22197521,58.45119071,0.695340502,0.236648746,0.068010753
1498,Tidaholm,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,872,594,810,593,657,871,735,625,673,803,948,832,798,741,801,603,858,12814,13.94488785,58.14700922,0.703371313,0.229670673,0.066958015
360,Tierp,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,03,Uppsala län,Region Uppsala,1525,971,1370,881,1183,1273,1223,1128,1154,1327,1466,1305,1321,1284,1414,968,1319,21112,17.81157857,60.47565821,0.701307313,0.23621637,0.062476317
2262,Timrå,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,22,Västernorrlands län,Region Västernorrland,1131,818,1302,908,909,1051,929,957,1095,1286,1344,1078,1097,1108,1268,827,929,18037,17.53307587,62.55401044,0.710095914,0.238398847,0.051505239
763,Tingsryd,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,07,Kronobergs län,Region Kronoberg,748,513,801,565,564,663,573,612,631,745,856,796,870,897,863,630,1073,12400,14.97427757,56.5357822,0.650564516,0.262903226,0.086532258
1419,Tjörn,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,1040,677,1058,646,684,746,823,795,848,927,1140,1093,1118,1301,1243,821,950,15910,11.37721427,57.97651033,0.658516656,0.28177247,0.059710874
1270,Tomelilla,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,12,Skåne län,Region Skåne,885,623,920,632,684,757,767,819,708,786,820,879,922,912,905,654,869,13542,14.01274858,55.61426409,0.685275439,0.250553833,0.064170728
1737,Torsby,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,17,Värmlands län,Region Värmland,635,464,615,472,581,637,613,536,615,682,820,804,893,830,913,627,972,11709,12.8728866,60.53180749,0.638312409,0.278674524,0.083013067
834,Torsås,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,08,Kalmar län,Region Kalmar län,418,288,491,318,270,360,322,325,372,432,542,487,485,552,563,371,499,7095,15.96344691,56.41200849,0.651867512,0.277801268,0.070331219
1452,Tranemo,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,770,582,817,591,564,639,651,664,644,730,850,764,714,799,789,537,761,11866,13.41159554,57.51290386,0.696612169,0.239255014,0.064132816
687,Tranås,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,06,Jönköpings län,Region Jönköpings län,1197,911,1405,896,1100,1207,1053,935,1077,1192,1272,1065,1050,1076,1215,925,1394,18970,14.83833483,58.02649375,0.701634159,0.224881392,0.073484449
1287,Trelleborg,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,12,Skåne län,Region Skåne,3118,2128,3218,1915,2270,2682,2596,2652,2795,3073,3279,2896,2589,2513,2643,1956,2515,44838,13.25961607,55.30198987,0.727552522,0.216356662,0.056090816
1488,Trollhättan,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,4257,2865,4331,2757,3906,4545,3712,3316,3531,3756,3987,3445,3073,3000,2944,2212,2998,58635,12.34690993,58.21790145,0.75736335,0.191506779,0.051129871
488,Trosa,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,04,Södermanlands län,Region Sörmland,919,660,963,614,554,717,609,762,816,900,971,767,800,938,1005,694,608,13297,17.62826733,58.76557876,0.695796044,0.258479356,0.0457246
138,Tyresö,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,3453,2683,4224,2587,2628,2699,2632,2929,3424,3920,3850,2854,2102,1836,2243,1835,2028,47927,18.32633249,59.21537775,0.790431281,0.167254366,0.042314353
160,Täby,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,4852,4212,6390,3630,3680,3620,3388,4362,5108,5600,5432,4195,3298,3031,3886,2963,3681,71328,18.07151614,59.46586877,0.763641207,0.184752131,0.051606662
1473,Töreboda,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,580,396,611,421,482,512,466,474,473,543,651,685,651,672,660,453,566,9296,14.1677452,58.67031795,0.677065404,0.262048193,0.060886403
1485,Uddevalla,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,4059,2848,3924,2440,3268,4052,3408,3110,3253,3509,3839,3377,3312,3072,3058,2301,3373,56203,11.85771482,58.32273866,0.731046385,0.208939025,0.06001459
1491,Ulricehamn,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,1620,1135,1708,1139,1193,1456,1293,1374,1398,1521,1785,1507,1553,1500,1569,1135,1547,24433,13.46243331,57.81121215,0.701060042,0.235623951,0.063316007
2480,Umeå,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,24,Västerbottens län,Region Västerbotten,9020,6039,8119,5157,11538,12448,9626,8479,7888,7358,7527,6301,6249,6107,5934,4018,5218,127026,20.44397214,63.76365321,0.783304205,0.17561759,0.041078204
114,Upplands Väsby,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,3609,2291,3387,2097,2521,3115,3232,3265,3203,3309,3197,2516,2070,2070,2236,1650,1694,45462,17.90509124,59.52153446,0.786195064,0.176543047,0.037261889
139,Upplands-Bro,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,2474,1682,2275,1339,1634,2007,1968,2082,2029,1942,1882,1579,1340,1249,1495,849,886,28712,17.65169057,59.52640703,0.797332126,0.171809696,0.030858178
380,Uppsala,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,03,Uppsala län,Region Uppsala,15875,10663,14847,9472,19500,21908,17557,14638,13687,13214,13205,11467,11214,10612,10809,7126,9088,224882,17.71632813,59.94488169,0.782779413,0.176808282,0.040412305
760,Uppvidinge,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,07,Kronobergs län,Region Kronoberg,656,421,674,474,464,592,519,476,578,621,658,584,544,620,595,453,630,9559,15.4248178,57.04029813,0.702688566,0.231404959,0.065906476
584,Vadstena,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,05,Östergötlands län,Region Östergötland,404,274,454,317,330,355,349,320,344,467,519,529,506,591,650,475,627,7511,14.78965337,58.4258324,0.620689655,0.295832779,0.083477566
665,Vaggeryd,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,06,Jönköpings län,Region Jönköpings län,1079,752,1105,649,638,788,961,800,868,943,917,862,835,732,769,592,686,13976,14.12179553,57.47280381,0.741413852,0.209502003,0.049084144
563,Valdemarsvik,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,05,Östergötlands län,Region Östergötland,456,302,479,329,334,402,367,360,382,445,540,522,535,707,756,485,545,7946,16.92957413,58.17468262,0.618927762,0.312484269,0.068587969
115,Vallentuna,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,2619,2082,2988,1712,1702,1634,1829,2240,2528,2720,2573,1939,1600,1368,1449,1190,1226,33399,18.19842534,59.58759926,0.795413036,0.167879278,0.036707686
2021,Vansbro,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,20,Dalarnas län,Region Dalarna,382,301,434,324,316,404,360,293,327,457,462,473,416,474,504,382,497,6806,14.25907886,60.44468873,0.666029974,0.260946224,0.073023803
1470,Vara,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,1016,768,1069,689,806,969,814,873,916,1036,1115,1008,1117,1016,1005,745,976,15938,13.06010336,58.24478303,0.695131133,0.243631572,0.061237295
1383,Varberg,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,13,Hallands län,Region Halland,4317,3129,4395,2685,3100,3904,3801,3649,3765,3921,4182,3869,4042,4031,4210,2805,3799,63604,12.2436496,57.15793548,0.703053267,0.237217785,0.059728948
187,Vaxholm,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,760,663,1152,649,560,471,465,616,810,995,975,778,653,709,811,505,440,12012,18.30349282,59.40165497,0.74042624,0.222943723,0.036630037
1233,Vellinge,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,12,Skåne län,Region Skåne,2576,1993,3148,1846,1487,1257,1566,2000,2501,2874,2984,2141,1879,1979,2495,1842,1906,36474,12.86496163,55.3720793,0.723063004,0.224680594,0.052256402
685,Vetlanda,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,06,Jönköpings län,Region Jönköpings län,1913,1371,1903,1310,1441,1685,1517,1423,1449,1749,1882,1658,1657,1713,1706,1305,1811,27493,15.15956822,57.36708523,0.702033245,0.232095442,0.065871313
2462,Vilhelmina,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,24,Västerbottens län,Region Västerbotten,373,282,477,337,352,415,379,308,329,354,410,473,498,496,457,348,460,6748,16.00700515,64.93582419,0.665234143,0.26659751,0.068168346
884,Vimmerby,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,08,Kalmar län,Region Kalmar län,1008,731,1041,718,817,1009,872,799,819,984,1058,1050,970,1018,1034,760,1067,15755,15.87187557,57.69138706,0.692224691,0.240050778,0.067724532
2404,Vindeln,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,24,Västerbottens län,Region Västerbotten,337,279,363,240,224,260,282,277,314,312,325,325,380,388,432,270,426,5434,19.51384023,64.3561345,0.651085756,0.270518955,0.078395289
428,Vingåker,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,04,Södermanlands län,Region Sörmland,617,416,669,459,449,504,382,411,473,562,603,615,589,677,721,457,529,9133,15.8863622,59.05999551,0.674477171,0.267601007,0.057921822
1442,Vårgårda,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,905,575,860,534,639,711,696,632,699,777,803,688,685,708,705,447,582,11646,12.76538525,57.98860847,0.731495793,0.218529967,0.04997424
1487,Vänersborg,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,2760,1967,2899,1857,2081,2482,2281,2078,2182,2469,2781,2435,2323,2267,2339,1834,2341,39376,12.35833399,58.4562656,0.718000813,0.222546729,0.059452458
2460,Vännäs,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,24,Västerbottens län,Region Västerbotten,672,460,631,464,452,563,542,474,525,535,580,532,476,505,494,368,509,8782,19.71552698,63.94731599,0.732179458,0.209861079,0.057959463
120,Värmdö,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,3338,2500,3933,2258,2140,2348,2436,2627,3204,3681,3458,2691,2322,2154,2392,1445,1412,44339,18.9502615,59.22586905,0.780667133,0.187487314,0.031845554
683,Värnamo,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,06,Jönköpings län,Region Jönköpings län,2345,1691,2462,1634,1838,2156,2016,1948,1960,2248,2448,2238,2179,1927,1846,1460,2003,34399,14.09584969,57.14756369,0.726300183,0.21547138,0.058228437
883,Västervik,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,08,Kalmar län,Region Kalmar län,2182,1544,2309,1515,1660,2083,1798,1691,1880,2188,2525,2388,2564,2608,2909,2116,2697,36657,16.63492006,57.82715286,0.648252721,0.278173337,0.073573942
1980,Västerås,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,19,Västmanlands län,Region Västmanland,10901,7333,10763,6797,9186,11294,10310,9213,9351,9962,10553,8819,7858,7504,8182,5945,7883,151854,16.56734507,59.62817596,0.753895189,0.194193107,0.051911705
780,Växjö,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,07,Kronobergs län,Region Kronoberg,6770,4682,6581,4217,7165,7585,6269,5790,5522,5514,5780,4683,4674,4605,4701,3320,4613,92471,14.87332156,56.9313031,0.763028409,0.187085681,0.04988591
512,Ydre,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,05,Östergötlands län,Region Östergötland,229,146,247,175,137,172,169,165,211,220,251,251,282,286,329,206,265,3741,15.25490711,57.85544499,0.634322374,0.294840952,0.070836675
1286,Ystad,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,12,Skåne län,Region Skåne,1759,1265,1956,1206,1438,1619,1534,1614,1669,1819,2099,1898,2129,2137,2295,1650,2113,30200,13.96990207,55.35505009,0.658145695,0.271887417,0.069966887
1492,Åmål,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,14,Västra Götalands län,Västra Götalandsregionen,757,575,907,624,641,675,623,595,698,782,904,808,844,799,871,678,935,12716,12.64162508,58.95053815,0.675448254,0.251022334,0.073529412
2260,Ånge,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,22,Västernorrlands län,Region Västernorrland,506,337,602,411,426,538,448,397,491,533,735,690,718,702,660,491,717,9402,15.72166396,62.47232884,0.650287173,0.273452457,0.07626037
2321,Åre,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,23,Jämtlands län,Region Jämtland Härjedalen,799,567,818,515,650,911,868,767,784,705,761,685,698,580,562,386,464,11520,12.98482262,63.41498712,0.766493056,0.193229167,0.040277778
1765,Årjäng,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,17,Värmlands län,Region Värmland,603,443,640,476,512,594,548,518,559,690,716,599,671,637,682,470,648,10006,12.08133193,59.4245242,0.689386368,0.245852489,0.064761143
2463,Åsele,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,24,Västerbottens län,Region Västerbotten,150,91,180,133,147,169,101,117,142,146,176,179,226,217,225,168,250,2817,17.62703198,64.17425825,0.614483493,0.296769613,0.088746894
1277,Åstorp,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,1264,895,1372,814,818,980,1006,990,1114,1116,1111,830,801,819,804,557,677,15968,12.99067243,56.13083008,0.770916834,0.186685872,0.042397295
561,Åtvidaberg,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,05,Östergötlands län,Region Östergötland,761,477,781,505,555,620,564,544,659,781,803,736,719,798,807,623,794,11527,16.10987159,58.22405852,0.675457621,0.255660623,0.068881756
765,Älmhult,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,07,Kronobergs län,Region Kronoberg,1394,1013,1318,769,825,1019,1135,1241,1159,1146,1135,995,927,946,884,641,1013,17560,14.17515754,56.57350065,0.7488041,0.193507973,0.057687927
2039,Älvdalen,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,20,Dalarnas län,Region Dalarna,367,304,498,312,321,379,350,353,373,417,478,488,490,493,545,407,543,7118,13.13810716,61.64606702,0.651868502,0.271846024,0.076285473
319,Älvkarleby,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,03,Uppsala län,Region Uppsala,602,475,655,396,427,557,495,463,569,577,654,624,624,611,649,439,543,9360,17.65801704,60.67135201,0.693803419,0.248183761,0.058012821
2560,Älvsbyn,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,25,Norrbottens län,Region Norrbotten,464,362,542,402,399,484,444,405,458,493,543,505,513,550,556,412,608,8140,20.65775638,65.74355938,0.675798526,0.2495086,0.074692875
1292,Ängelholm,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,2862,1982,2909,1746,2045,2494,2419,2304,2603,2773,2979,2533,2494,2525,2719,1949,2768,42104,12.9440652,56.26716729,0.704184876,0.230073152,0.065741972
1407,Öckerö,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,765,601,1025,652,651,546,539,624,748,884,974,901,856,863,934,609,765,12937,11.44471907,57.7294781,0.688722269,0.25214501,0.05913272
509,Ödeshög,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,05,Östergötlands län,Region Östergötland,353,208,369,229,265,277,255,257,304,314,375,309,345,406,419,267,366,5318,14.67372041,58.21719378,0.660962768,0.270214366,0.068822866
1880,Örebro,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,18,Örebro län,Region Örebro län,11315,7711,10411,6877,12441,12715,10556,9677,9265,9531,9533,8086,7634,7480,7746,5485,6731,153194,15.33132808,59.26404594,0.771035419,0.185026829,0.043937752
1257,Örkelljunga,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,648,476,702,440,528,590,545,570,568,583,714,696,658,642,679,522,604,10165,13.33967097,56.31679473,0.694540089,0.246040334,0.059419577
2284,Örnsköldsvik,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,22,Västernorrlands län,Region Västernorrland,3788,2642,3860,2423,2713,3363,3159,3050,3337,3454,3745,3341,3528,3658,3682,2691,3619,56053,18.4013362,63.45987309,0.693540042,0.241896063,0.064563895
2380,Östersund,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,23,Jämtlands län,Region Jämtland Härjedalen,4401,2926,4272,2566,3931,4828,4168,3687,3795,3806,4158,3525,3681,3631,3822,2625,3352,63174,14.86936902,63.24459285,0.729144901,0.217795296,0.053059803
117,Österåker,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,3269,2521,3935,2250,2208,2199,2475,2641,3189,3666,3474,2586,2131,2127,2552,1767,1775,44765,18.55770987,59.50204749,0.768747906,0.191600581,0.039651513
382,Östhammar,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,03,Uppsala län,Region Uppsala,1439,951,1394,857,1084,1281,1203,1042,1127,1274,1491,1445,1533,1607,1686,1154,1462,22030,18.48489809,60.36888344,0.662187926,0.271448025,0.066364049
1256,Östra Göinge,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,12,Skåne län,Region Skåne,1093,792,1167,723,731,940,843,778,827,967,1031,891,844,879,908,647,840,14901,14.14439425,56.26526576,0.723642709,0.219985236,0.056372056
2513,Överkalix,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,25,Norrbottens län,Region Norrbotten,161,92,160,136,144,186,163,128,117,168,197,262,277,262,302,237,309,3301,22.5838742,66.46573279,0.579824296,0.326567707,0.093607998
2518,Övertorneå,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,25,Norrbottens län,Region Norrbotten,185,149,251,221,215,198,164,152,185,219,275,311,408,432,381,292,371,4409,23.49959747,66.5301195,0.57269222,0.343161715,0.084146065
